name,author,types,popularity,
接吻也算超能力,Macworld,战斗,1181.9万,
木兰要出嫁,比格熊,穿越,4210.4万,
女凰灵笄,热番文化,古风,5942.5万,
玄武保险局,蒸汽动漫工作室,战斗,500.8万,
念念不乖,啦,大女主,5.4万,
把心都给你（禾,笑天 x 阿曼达·勃朗宁,总裁,36.2万,
一家特别的店,iCiyuan动漫,惊悚,5656.2万,
最差劲的痴情,章鱼漫工作室,搞笑,4.3亿,
豪门斗豪门,理池,大女主,2.6亿,
凤鸣天下,漫神共创,穿越,2846.1万,
诛灵者,两拳漫画,后宫,1.1亿,
初恋男友是BO,仟绘动漫,职场,3.8亿,
死神大人帮帮忙,元气工场,搞笑,5138.8万,
韬斯曼炸不炸之,龙韬娱乐 次世文化,怪物,390.5万,
抽筋神探,漫友文化,推理,140.3万,
蜜味的爱恋,一直看漫画,总裁,1.6亿,
身体出租,tapas,脑洞,1126.1万,
剑与魔法与出租,然砸,怪物,310.1万,
步步为营：教授,极天云漫,总裁,1.8亿,
花心暖男,动漫堂,职场,1.5亿,
逆天狂人,一漫文化,战斗,868.9万,
宫斗高手在校园,九夏动漫,大女主,2.7万,
毛病,漫神共创,职场,17.8万,
急诊科医生,喜悦娱乐,总裁,5917.4万,
本座右手成精了,有鹿文化,逆袭,1907.4万,
斗地主少女,QQ动漫,校园,1055万,
疾影少年,风炫文化,战斗,1194.1万,
堕落情人（禾林,笑天 x 英洋子,娱乐圈,53.5万,
神仙老大王小明,火力猫爪,战斗,4.6亿,
适应器2,凉-FENG（Skanda）,推理,5857.6万,
致命的心动,财迷丸动漫,灵异,4607.8万,
乱世神罚：武王,大行道动漫,古风,4171.3万,
玲珑狼心,天翼爱动漫,古风,6102.4万,
上司是傲娇历史,小边,系统,4.4万,
阴阳边境,漫喵,推理,2307.6万,
王子镇,漫友文化,搞笑,231.4万,
最聊斋,奇喵屋工作室-喵菌,热血,2585.2万,
弑神,笑话,战斗,4369.4万,
仙莲劫,异将,古风,7142.3万,
兮兮罗曼史,崇卓漫画,总裁,1亿,
时间的诱惑,两只猫先生,推理,5.3亿,
心之戒,修罗,重生,6288.7万,
攻略傲娇前夫,书丛-缥缈,总裁,2582.5万,
丘比特大叔,笑话,神仙,991.5万,
倾天下,尊者无忌 x 洛茶,古风,3.6亿,
一不小心爱上你,Macworld,总裁,547.5万,
要不要除灵试试,酥饼招牌味,脑洞,2525.6万,
我的武林有毒,知音漫客,古风,3491.4万,
手机恋人,风狸绘,校园,2.5亿,
乐园的宝藏,乐游映画,大女主,403.1万,
星原之门,脑回路文化,重生,1099.9万,
非典型偶像,星空社,娱乐圈,8755.2万,
混沌少女,张三疯,穿越,3087万,
超越者,はたけカカシ x 牛牛,复仇,1.9亿,
极恶人,漫动作,战斗,"1,615",
恋爱教育,金多喜 x Haotoon（好通）,总裁,6.6万,
记忆魔法师,KOO,穿越,4496.2万,
苍山脚下兰若寺,仟绘动漫,推理,3244万,
有毒,苏州亿歌,古风,187.3万,
我的哥哥不可能,剧能玩,总裁,5046万,
高校晋阶法则,岛上Project,宅斗,258.6万,
伪装情人,修罗,后宫,2.4亿,
负债魔王的游戏,搜狐畅游,大女主,1230.9万,
泳往直前,万二,逆袭,9423.5万,
绯色之羽, 知更社 阿牙,后宫,5821.9万,
我的黑道男友是,NEO,总裁,3213.6万,
神奇男饭在哪里,（波洞）夏天岛工作室,都市,941.6万,
黑色禁药插画,ooxx,宅斗,1647.4万,
回天无常,风狸绘,灵异,3217.7万,
我太爱哥哥了，,金陵自古帝王州,都市,688.2万,
我的男神是Ga,万象娱乐漫画工作室,职场,5.8亿,
雄霸天下,风炫文化,战斗,5584.5万,
雪月花,漫神共创,古风,2369.1万,
宇宙西游记,Macworld,战斗,36.6万,
孽火心经,咪咕阅读次元频道,古风,2500万,
热血学霸,漫看,脑洞,2368.2万,
兰陵王第一部,小边,权谋,1.9万,
古董恋爱指南,有狐-宋只鱼,穿越,1.4亿,
极品锦衣卫在现,艾特漫,热血,1212.4万,
天上白玉京,鲜漫文化 x 孤陋寡闻,战斗,8607.8万,
代码世界,风炫文化,战斗,399.2万,
镇恶司,千亮,推理,593.8万,
浪漫的身体,左岸卡漫,职场,6743.4万,
100%的她,ecomix 负责人诸葛真,大女主,2657.6万,
第二ID,熊猫漫画,战斗,12.9万,
我的逃亡恶魔,杰杰/延强动漫,战斗,3.1亿,
让我忘了你（禾,笑天 x 桐岛露佳,治愈,22.6万,
拐个影帝当奶爸,剧能玩,娱乐圈,331.8万,
制冷少女,十二栋联萌 x 制冷少女,搞笑,461.9万,
大荒咒,岛上Project,战斗,698.6万,
仆服之渊,流星R,怪物,"7,875",
乱世祸妃,开源动漫,古风,5682.4万,
随时会死的人生,安徽微漫,系统,64.3万,
杀手与捕快,骚心少年,古风,3.2万,
三魂纪,三魂纪,妖怪,13.3万,
公子小白,夏天的堂堂,古风,3247.7万,
王牌男神有点甜,左岸卡漫,总裁,3298.2万,
鸿门宴之汉公酒,Vivian,推理,1481万,
少女争鸣,联络员,战斗,6841.7万,
看不见的男友,"""拾漫",穿越,1446.8万,
黑白全书,通通,战斗,2亿,
国民爱豆别撩我,知音漫客,穿越,6156.9万,
破空之城,星谢与水目,怪物,"6,316",
余生，与你,书丛-缥缈,职场,1亿,
宠妻攻略：狼性,剧能玩,总裁,170.5万,
破产大小姐,斯淼动漫,大女主,1017.6万,
功德印,Macworld,古风,322.1万,
墨少的千亿狂妻,泛次元文化,总裁,1677.8万,
逸神录,是宿不是漠城也不喊城宿,古风,43.2万,
坠入凡间的公主,笑天 x 珍·波特,职场,58.2万,
时光不负情深,极天云漫,总裁,2965.6万,
高能核心,两只猫先生,战斗,1.6亿,
武林萌主,Macworld,古风,1616.3万,
空心球,大周互娱,校园,1850万,
都市兽种,一漫文化,怪物,3835.8万,
锦绣无双,彭姆扬吉,古风,15.7亿,
芊娇柏媚,比格熊,总裁,7.7亿,
萌神恋爱学院,君墨岚,古风,344.3万,
莫少逼婚，新妻,吾里文化漫画部,大女主,5069.4万,
不宜嫁娶,剧象漫画,职场,6321.9万,
医道少年姬小元,星空社,神仙,3530.7万,
爱情漫过流星,麦檬,脑洞,3.2亿,
王妃的奇迹之路,笑天 x 珍·波特,都市,68.9万,
我的第一女管家,仟绘动漫,职场,8384.4万,
黄雀,黑大王,推理,1007万,
第三只眼第二季,ADHESIVE CHINA,复仇,20.6万,
妖孽总裁要上天,极天云漫,总裁,4868.2万,
山河盟,萧何,古风,2520.7万,
这个六月有点怪,笑话,推理,372.7万,
我的特工男友,杭漫文化,搞笑,2546万,
绝对灵盗,YOYO动漫,战斗,7306.2万,
何所冬暖何所夏,岛上Project,总裁,392.2万,
翻墙逃妻,泛次元文化,总裁,5508.9万,
灵语者,沐冥,推理,2439.1万,
交换吧，运气,云悦读,职场,104.8万,
异乡的植文字士,翻翻动漫,战斗,3835万,
妖王恩仇记,胡耀棠,复仇,"8,093",
阿贡,佳盛文化,战斗,4.5万,
熊猫文豪天团,冬漫社,古风,163.6万,
倒数七天,阿柯文化,重生,2338.5万,
次元追击,L.mk,热血,1592.5万,
甜心教练,米粒娘咻咻米,大女主,2.2亿,
贴身御医,一直看漫画,脑洞,5183.1万,
妖神姻缘簿,漫语动漫,妖怪,5186.4万,
京州一梦,漫悠悠,古风,2642.4万,
氪命游戏,安徽微漫,脑洞,36.8万,
摇滚吧！少女,周鼠叔,大女主,1.2亿,
XE组织,文龑,穿越,433.2万,
双面特工,Macworld,战斗,2856.8万,
你栖息在我心上,凤凰网漫画,职场,1554.4万,
哈迪斯求爱记,十堇,青春,1.5亿,
看见你的钱,来真,脑洞,7049.4万,
极品学霸遇上俏,岛上Project,总裁,171.5万,
豪门小冤家,阿柯文化,总裁,6671.4万,
妖仙歌,一片天,古风,5589.7万,
如意佳妻,极天云漫,古风,1.3亿,
银魂（全彩版）,翻翻动漫 x 集英社,战斗,451.7万,
用餐两人半,开心,脑洞,2832.6万,
攻略男神计划,UN社,古风,1.7亿,
神探三猫,WYS帅,穿越,1.2万,
看见未来的你,肆仟万了,穿越,9927.5万,
咖啡店的魔女,眼镜猫动漫工作室-眼镜猫,怪物,1.6亿,
关于你的记忆（,笑天 x 理安·班库斯,脑洞,52.4万,
暗月代理人,使徒子,逆袭,1714.3万,
七镜记,苜眠,穿越,1.4亿,
恋人养成计划,元气工场,搞笑,2009.3万,
我御齐天,尚漫仓仓,古风,1049.5万,
异世旌旗,有鱼漫画 x 觉非飞飞,战斗,710.8万,
喂！来上班吧,三千,搞笑,4955.1万,
校园诡案,招西幻题材小公主萌系主笔,灵异,748万,
灵感狂潮,布布星球,搞笑,2596万,
你丫有病,无限萌,脑洞,261.8万,
极光行动,河伯客服NPC,职场,2.6亿,
胭脂岛,虫男,推理,3086.6万,
本部花店,株式会社MAGIA,逆袭,50.4万,
修罗乐园,知音漫客,系统,2571.1万,
记忆U盘,潇如文化-和果子,脑洞,2786.8万,
实力拐走纯情总,Tugo,总裁,2亿,
镜花仙剑录,魔溪动漫,热血,6270.9万,
闪耀的菲米,千羽ひかり,战斗,1006.2万,
红楼私房菜（旧,国漫魔法空间,美食,825.1万,
我的男友是博士,丹鼎四海,职场,9834.6万,
因为是爱啊,九风,职场,894.1万,
我的保镖呆师姐,岛上Project,校园,300万,
龙鸣,祸水摸鱼,战斗,6318.3万,
上神，拜托了,S郡主,神仙,1亿,
幻化恋物语,熊猫漫画,穿越,17.8万,
恶魔房客,龙轩动漫,搞笑,1133.2万,
骚男四合院,阿远&Elendil,职场,10.1万,
狐仙物语,小妙,脑洞,6186.4万,
蜃血人,A4漫业,战斗,1.7亿,
来自未来的你,Macworld,职场,1088.7万,
站住，打劫,暴青漫画,古风,2816.8万,
机器人回收站,剧象漫画,机甲,49.9万,
天裁明星计划,星空社,职场,1.3亿,
三魂七魄,烦得桑,复仇,9148.8万,
三角游戏,左岸卡漫,大女主,1.6亿,
罪案者,与天文化,推理,267.8万,
大夏王侯,仟绘动漫,重生,10.6万,
我的甜味女友,琪漫文化-小麦,热血,322.6万,
避情蛊,荞麦有毒,推理,21.5万,
遗司,圣哲文化传媒,推理,1.4亿,
陌上花之残月笙,一直看漫画,古风,2亿,
逆袭之灵狐调教,游方小仙,妖怪,3207.2万,
她不是我女神,触漫APP,系统,248.4万,
依漫·yico,依漫YICOMIC,战斗,3060.4万,
云海异闻志,青春动漫馆,古风,23.2万,
寄星者,大行道动漫,搞笑,3587.1万,
谁不恋爱谁是狗,知音漫客,脑洞,2006.9万,
幻夜的假面,大神互娱×大神动漫,后宫,2235.6万,
酸酸甜甜熊猫恋, 知更社 阿牙,治愈,2406.4万,
欲望星途,两只猫先生,推理,20亿,
创生契约,新漫画,战斗,1074.3万,
日巡夜游录,三页漫画,妖怪,1117.8万,
爱情可观测,莲藕真好吃*杨玖拾,脑洞,8156万,
雨伯与狗,剧象漫画,热血,2222.1万,
即使恨也爱你,极天云漫,总裁,5217.2万,
二胎奋斗记,剧能玩,总裁,1736万,
总裁的新妻,剧能玩,总裁,324.4万,
小魔女的日常,风炫文化,逆袭,74.3万,
字魂,漫见文化,穿越,3103.5万,
大叔你别跑,吾里文化漫画部,职场,2573.3万,
盛宠之权少放过,剧能玩,总裁,28.6万,
百日幸存者,五彩石漫画社,战斗,4518.4万,
白狼汐,新漫画 x 李君蓉,穿越,2533.5万,
侍灵演武,尚漫仓仓,权谋,2.1亿,
这家饺子馆有特,芽豆君,战斗,72.4万,
三梳,本命漫画,职场,216.6万,
山海符,鱼骨头漫画工作室,穿越,2.1亿,
做梦大师,通通,推理,2.3亿,
游戏王（全彩版,翻翻动漫 x 集英社,战斗,659.8万,
荒魂,渊舟,古风,"2,779",
未成年,漫友文化,脑洞,418.1万,
B.A.W,漫神共创,战斗,773.7万,
冥府公子太黏人,神鱼漫社,灵异,1308.1万,
食鸟（静态版）,星空社,职场,37.9万,
愿我如星君如月,极天云漫,总裁,1.2亿,
贫穷姐妹日记,好鱼阿乞,美食,1.6万,
极品小神医,漫潮社,热血,99.4万,
命运互补，所以,社恐枝,推理,6391.9万,
亿万婚约：总裁,泛次元文化,总裁,1149.6万,
雪剑情缘,鲜漫文化,古风,3756.5万,
小女子非嫁不可,仟绘动漫,大女主,3949.7万,
暴力神父的驱魔,ktoon,战斗,4737.1万,
恶魔岛,KOO,推理,5710.7万,
看见,万象娱乐漫画工作室,推理,2.9亿,
世说妖语,知音漫客,古风,1371.6万,
温水煮沫沫,漫潮社,娱乐圈,787万,
战龙Onlin,视小漫冯先生 x 视小漫编辑,机甲,73.5万,
好巧啊，你也是,咪咕阅读次元频道,职场,297.2万,
比恋爱更加火热,笑天 x 米兰达·李,大女主,40.9万,
魔法少女小陆,漫友文化,脑洞,130.9万,
不打工魔物就会,良筑良作武汉部落 x 翻翻动漫,搞笑,1078.8万,
来治王爷的你,小飞仙,古风,1.3亿,
首席总裁的高冷,神鱼漫社,复仇,3173.9万,
我不是女神,掌阅漫画,总裁,223.8万,
冷婚狂爱,开源-橙子,职场,5301.8万,
兵者诡道也,漫友文化,战斗,1788.2万,
阎王大人使不得,薇薇一笑,脑洞,1371.8万,
绯闻女友欠调教,左岸卡漫,职场,1270.1万,
一刀劈开生死路,祸水摸鱼,穿越,1761.1万,
动物灵管理局,畅漫君,灵异,5597.9万,
不说再见,歪歪狐动漫工作室,脑洞,1.7亿,
只想喜欢你,青禾,总裁,4494.3万,
美人为馅,彼岸天Q,职场,3273.6万,
我不存在的男友,有鹿文化,大女主,8722万,
司武刑间,然砸,古风,1亿,
奇迹生物大学,路歧途&中原笔头,战斗,526.1万,
心有独钟,  ╰☆Y星人,大女主,1.2亿,
就算神也要粉丝,良筑良作武汉部落 x 翻翻动漫,搞笑,1938.7万,
今天小迟也郁郁,比格熊,神仙,1.2亿,
听见宝石的声音,小圆在元素研究室搬砖,灵异,3173.8万,
同时电影院,畅漫君,职场,3946.7万,
妖精住嘴,极光传媒,穿越,1.2亿,
黥人,贰铜,脑洞,10.9万,
报复游戏：绑来,剧能玩,总裁,124.9万,
天骄战纪,熊猫漫画,战斗,11.7万,
封妖录,熊猫漫画,战斗,10.8万,
修仙都是被逼的,Macworld,修仙,4172.5万,
宇宙之岩,巨手动漫,战斗,780.9万,
伏龙镇异事,Doris,推理,1.4亿,
妹妹？女儿？吸,涂山君,穿越,247.1万,
抽筋神探-泰坦,漫友文化,末日,155.8万,
星座守护者,小妙,脑洞,208.3万,
斩,小边,战斗,3.3万,
皇太子，请收留,尚漫仓仓,穿越,8703.3万,
不喜欢全世界,杭漫文化,都市,1.1亿,
隔世禁区,尚漫仓仓,推理,1.5亿,
加油！女皇陛下,与鹿动漫,逆袭,3.8亿,
众星捧月,陈茜,娱乐圈,5626.8万,
非神论,翻翻动漫,穿越,1791.8万,
蓁仙记,（波洞）夏天岛工作室,古风,1954.2万,
囚石,渝至,古风,37.8万,
这个兰若有点问,Tamanya x 叉腰姬,妖怪,10.2万,
乒乓双子星之不,咪咕阅读次元频道,职场,7.3万,
代理天师,狐乐乐,战斗,1.3亿,
落英旅人,锡犬,战斗,1913.7万,
比知识有趣的冷,漫友文化,脑洞,2万,
琅玕记事,思琦,古风,3.8亿,
逆袭之无良女教,涂山君,逆袭,2462.3万,
美人镜,涂山君,职场,263.4万,
占星茶楼,咪咕阅读次元频道,穿越,501.8万,
被禁止的身份,老狐狸,推理,1136万,
无言录,游竺,脑洞,7.2万,
祁祁如云,Macworld,古风,1697.4万,
名草有主,无限萌,脑洞,1448.1万,
少年拳圣第二季,云悦读,后宫,11.4万,
师傅，我偷时间,泛次元文化,灵异,56.5万,
与明星男友的同,天翼爱动漫,后宫,1.2亿,
如刀似玉,使徒子,古风,2416万,
我的男友是明星,阿柯文化,大女主,4022.5万,
田螺姑娘,畅漫君,妖怪,4804.9万,
天下玄兵,熊猫漫画,战斗,9.8万,
好久不见，何冬,daum,职场,211.7万,
"侵略地球吧,喵",肆仟万了,战斗,8144.8万,
妖怪通缉,黄油猫工作室,战斗,6406.8万,
隔墙有男神,自由沙漏,都市,5283.6万,
灵异体验师,玛噜工作室,灵异,204.5万,
天空霸主赛利卡,已停用请联系3008586103,职场,4.5万,
小狐狸的恋爱手,彼岸天Q,妖怪,2279.1万,
星际暗猎,漫看,复仇,952.3万,
假情人,BBL,脑洞,1188.1万,
男神爱上我？,飞鸟炎,总裁,832.5万,
非常窃贼,延强动漫,权谋,6947.9万,
前任太凶猛,NEO,总裁,2481.8万,
恶犬少女,鱼骨头漫画工作室,大女主,6845.6万,
偶像在隔壁,Macworld,娱乐圈,604.9万,
非典型性青梅竹,潇玲,脑洞,4.8万,
半魔情缘,熊猫漫画,古风,11.4万,
错觉情人,漫神动漫,职场,1337.6万,
面王,  ╰☆Y星人,美食,6075.3万,
如果我看到了你,两只猫先生,灵异,9亿,
复活恋人,笑话,战斗,1014.2万,
垫底特工,星际互娱,推理,18.1万,
西西里情爱（禾,笑天 x 星野正美,总裁,39.4万,
盛世帝王妃,涂山君,古风,1093万,
枪，沙子，与蚂,火车上的中立者,复仇,3.3万,
花样梁祝,漫友文化,古风,3352.7万,
素问玄机,八度,战斗,1.1亿,
骗来的新娘（禾,笑天 x 麻生 步,治愈,104.7万,
抽筋神探-血色,漫友文化,推理,151.1万,
女神进行时,布布星球 x 草芥,职场,9745.8万,
哥哥，不要吃我,咪咕阅读次元频道,妖怪,182.4万,
复仇者C2C,薪传文化,复仇,3548.5万,
全天候贴身男神,岛上Project,脑洞,834.6万,
超自然觉醒,知音漫客,战斗,2494.3万,
激情之果（禾林,笑天 x 蓝魔鸟,治愈,230.7万,
爱的私人订制,修罗,脑洞,3685.3万,
学霸，你逃不鸟,剧能玩,逆袭,88.8万,
异界存活率,陌星燃天,古风,1.6万,
邻里关系,城以参,逆袭,1344.5万,
茗心录,NEO,古风,247.3万,
美女总裁的极品,剧能玩,总裁,174.5万,
纯情公主（禾林,笑天 x 冈田纯子,大女主,140.2万,
头文字D 番外,真岛浩 x 重野秀一,战斗,68.3万,
起源：天谴,米优万事屋,战斗,1.6亿,
向死而生之废土,浪荡的凯伊,机甲,11.8万,
战士培养计划,笑话,战斗,1954.6万,
簪花郎,星际互娱,古风,53.1万,
小神仙,大火鸟文化,神仙,2.2万,
小姐姐的超能力,风炫文化,穿越,744.5万,
绿茵美少女,Macworld,脑洞,1624.7万,
完美替身：神秘,泛次元文化,重生,1114.9万,
鱼唇的人类放朕,岛上Project,脑洞,188.9万,
熊猫侠齐天,安溪郎,战斗,1755.3万,
情深入骨：偏执,剧能玩,总裁,67.7万,
报告部长，我们,幽半仙的鬼画符,大女主,49.7万,
毕业请分手,老狐狸,虐心,3亿,
玛琳,小边,系统,6.4万,
熹妃Q传手游同,熹妃Q传,后宫,125.1万,
山灵图腾（这些,左岸卡漫,古风,23万,
美少年的饲养法,星空社,大女主,1504.2万,
危险代码,落音,推理,21.7万,
江湖傲娇录,岛上Project,搞笑,36.8万,
我的室友有点怪,冒泡泡,脑洞,1653.8万,
晚唐幽明录,熊猫漫画,古风,2.1万,
偏偏喜欢你,剧能玩,总裁,92.9万,
盛世情缘,泛次元文化,总裁,951.6万,
幻术小狐,石头君,大女主,2886.1万,
霸爱：前夫别撩,泛次元文化,职场,905.5万,
魔力美妆,熊猫漫画,大女主,11.9万,
深渊行者,熊猫漫画,推理,6.5万,
天外妃仙,Macworld,古风,1740.6万,
Sweet残酷,尚漫仓仓,脑洞,174.7万,
荒野赤子,艾特漫,战斗,9114.2万,
挑战者还是空想,黄油猫工作室,推理,1964.7万,
哥哥不要太霸道,成都~孤星,都市,3660.7万,
总裁上司太嚣张,天翼爱动漫,职场,5532.3万,
超模的秘密,极天云漫,职场,4349.6万,
吸血鬼之乱世情,尚漫仓仓,大女主,329.4万,
面具屋,神居动漫,脑洞,1亿,
我的傲娇魔王,——朴叔,后宫,1.2亿,
两仪合侣,海南乐遊动漫文化有限公司,修仙,1491.1万,
逆天武神,分布文化,古风,5270.7万,
全民公敌：重生,开源动漫,重生,1730.4万,
绝恋假面,周鼠叔,大女主,2130.4万,
天神纠错组,拌面,战斗,8597.8万,
K歌情缘,熊猫漫画,总裁,15.8万,
深空之渊,死画画的,战斗,9858.2万,
苍之铸魂使,tapas,战斗,632.6万,
王爷让我偷东西,剧能玩,逆袭,42.1万,
天降女教官,咪咕阅读次元频道,穿越,1.9亿,
狐说魃道,依漫YICOMIC,脑洞,1987.8万,
齿轮王冠,雪漫杨,穿越,6170.9万,
楼兰旖梦,漫友文化,古风,353.2万,
风鱼志,风鱼动漫,灵异,13.6万,
夜鸣刀,风炫文化,战斗,618万,
何处安放,口口吕,青春,6401.6万,
爱情的禁果,Feng,妖怪,422.3万,
编号1314,漫悠悠,脑洞,1.5亿,
霸宠甜妻：高冷,剧能玩,总裁,110.2万,
闻屁师,重庆坤兰动画,战斗,8402.1万,
遇见1/2的你,金姸（jaedam）,职场,3528万,
兔子帮,伊凡。,脑洞,8.6万,
名媛战争,左岸卡漫,职场,726.4万,
走一趟江湖,D·一行/ty,古风,"5,638",
神道物语の织田,玲桃,大女主,99.2万,
诡封门,冬漫社,推理,2.1亿,
丫头，乖乖投降,Tugo,脑洞,2.5亿,
奔跑吧足球,Macworld,逆袭,88.9万,
异想天开松林苑,（波洞）夏天岛工作室,古风,469.8万,
雷霆战机漫画版,风行漫画,机甲,360.5万,
英武歌,收购潜艇飞机,古风,6279万,
猎魔车手,小边,机甲,1.5万,
婚战不休,旷盛动漫,总裁,1.2亿,
喵神的游戏,飞花工作室,古风,542.6万,
金属狂热团,漫友文化,冒险,,
龙与人的恋爱是,剧象漫画,古风,2952.3万,
简单易懂的成圣,漫博通&萌玛动漫,系统,240.4万,
蒲公英魔女,冰火,战斗,"6,562",
室友的女友由我,天翼爱动漫,穿越,5255.3万,
伪装者前传：巴,尚漫仓仓,推理,82.2万,
魔盗白骨衣,阿柯文化,古风,5688.7万,
校草必须要爱我,杭漫文化,都市,1696.4万,
凰权之国士无双,星龙传媒,古风,3449.7万,
恋爱交易所,会玩工作室,都市,1002.6万,
宇宙战狼,延强动漫,机甲,5284.7万,
我在江湖当衙役,左畔,古风,7707.1万,
单禺玄言,明公,古风,400万,
花花小狐妖,涂山君,玄幻,,
夏日美人鱼（禾,笑天 x 星野正美,职场,60.9万,
宠物狗的规则,kakao君,怪物,2046.6万,
假面千金,仟绘动漫,大女主,1212.4万,
帝业,涂山君,古风,338.2万,
前妻，别来无恙,书丛-缥缈,大女主,2870.2万,
PK少女,熊猫漫画,大女主,11.3万,
我在泰国卖佛牌,冬漫社,推理,2052.7万,
血月,延强动漫,复仇,3.1亿,
青森的回忆,（波洞）夏天岛工作室,恋爱,,
手机少年最新萌,爱,脑洞,93.5万,
副本歌手短内容,午后漫画,逆袭,50.7万,
容你轻轻撩动我,柒漫,总裁,3152万,
咩拉萌,比格熊,逆袭,1804.6万,
kiss上瘾,鲜漫文化,逆袭,287.9万,
该死的少女漫画,触漫,战斗,1.6亿,
生活果然有问题,网易王三三,职场,8.2万,
重生之第一夫人,剧能玩,重生,395.6万,
硬核男子黄鱼哥,理池,脑洞,364.9万,
千面千刃,比格熊,战斗,3.6亿,
雄起吧村痞,爬爬,逆袭,7212.1万,
复活吧！女主播,UN社,都市,1390.1万,
铁鸠,www,战斗,2732.9万,
有竹不怅,啃竹,复仇,"4,430",
候补救世者,有机猫,后宫,3587.9万,
百战学霸,千海,穿越,892.6万,
神盗特工,神鱼漫社,职场,2915万,
萌妹召唤师,Macworld,战斗,2019.5万,
地底幻想,ArSs·玖叄,战斗,7314.3万,
见习小月老,Macworld,古风,317.2万,
虚灵,比格熊 x 鄙木鱼,战斗,1.1亿,
蜜糖方程式,阿柯文化,大女主,554.8万,
三言二拍故事集,小藤,古风,9.4万,
有神鱼中来,剧象漫画,神仙,5094.7万,
步步掠情，暴君,吾里文化漫画部,古风,797.5万,
神探状元花,Macworld,古风,572.1万,
来做妖怪吧,小萨,后宫,1.6亿,
爱的第N+1次,石头人动漫,都市,6539.8万,
撞见木兰,张三疯,穿越,2489.3万,
不想谈恋爱…（,笑天 x 卡西·麦克尔斯,娱乐圈,32.4万,
抽筋神探-象妖,漫友文化,推理,99.3万,
唐隐,灼子,古风,4798.4万,
总裁的助理前女,泛次元文化,职场,237.5万,
东璧志异之壶中,次元文化,古风,61.5万,
一字炼妖,FL喵蛋×侠汪 x FL旦旦,古风,7956.2万,
高考2进1,张三疯,战斗,298.8万,
老爸是头猪,明漫,脑洞,5.8万,
此岸边缘,翻翻动漫,推理,499.9万,
操纵英雄,Haotoon（好通）,重生,587.7万,
食路迢迢,仟绘动漫,古风,2184.5万,
霸道少爷恋上拽,剧能玩,职场,123万,
神隐攻略,漫有引力,热血,202.7万,
山海兽,漫漫·FL,推理,1.7亿,
后羿-最后的弧,漫点走,战斗,2.4万,
愿望世界的尽头,一波人漫画,校园,623.7万,
萌妻驾到,泛次元文化,复仇,821.4万,
LES宝贝满满,呼拉,治愈,682.9万,
幻境童话,水管君,热血,1239.8万,
沉香破,三福动漫,古风,9965.5万,
红尘医馆,原色动漫,推理,1251.3万,
名门天价前妻,泛次元文化,总裁,832.1万,
王子的爱情（禾,笑天 x 友井美穗,治愈,36.1万,
麻神  旧版,肆仟万了,逆袭,943万,
梦境：交错之影,北京神奇未来,穿越,143.7万,
溺宠前妻：表白,泛次元文化,总裁,1005.4万,
倾世：狐妖劫,天翼爱动漫,古风,217.5万,
幸运变装签,追梦动漫,搞笑,618万,
咸鱼夫妻的日常,咪吖嘛,脑洞,1.2万,
都市猎魔人,星际互娱,复仇,610.2万,
米米与四季王子,星偶24,穿越,551.6万,
疯狂的赌博,大行道动漫,都市,4020.5万,
战龙于野,风炫文化,战斗,161.5万,
豪门天价前妻,剧能玩,宅斗,195.7万,
抱个总裁上直播,剧能玩,总裁,495.1万,
少年拳圣第一季,云悦读,后宫,44.5万,
爵少的天价宝贝,剧能玩,总裁,1126.7万,
隐秘而伟大（电,天闻角川,推理,4.2万,
云海仙厨录,脑回路文化,美食,1198.3万,
何处意阑珊,Macworld,古风,1172.6万,
安家有女,NEO,古风,954.9万,
深爱入骨：独占,泛次元文化,总裁,579.6万,
说好的霸总呢？,旷盛动漫 x 落棋砂,总裁,8961.7万,
我想和你白头到,极天云漫,总裁,2928.6万,
幽灵怪医传,YOYO动漫,战斗,6547.1万,
他来了，请闭嘴,咪咕阅读次元频道,古风,53.2万,
霉在心里的秘密,仟绘动漫,推理,641万,
一诺倾城,分布文化,职场,8478.3万,
某一天,三四五一,职场,1.7万,
路无归（这些神,左岸卡漫,古风,91.6万,
首席狠狠爱,鱼骨互娱,虐心,2亿,
妖精的尾巴 番,真岛浩 x 真岛浩,战斗,113.5万,
心声绯绯,星际互娱,大女主,118.9万,
亡命雷区,鲜漫文化,战斗,776.4万,
灵宠萌妻嫁到,神鱼漫社,职场,1887.7万,
江湖人很忙,Macworld,古风,210.7万,
星罗棋布,自由沙漏,都市,2700.7万,
逆行天后,依漫YICOMIC,娱乐圈,5948.9万,
无敌保镖,中天创视,战斗,1亿,
百亿魔法士,名城太,战斗,1808.8万,
暮雨朝云,神鱼漫社,古风,528.4万,
恋爱系统,小花,穿越,9.8万,
烈光(最强男神,力潮蜜读文化,校园,957.1万,
守可摘星程,咸鱼稀饭,职场,2885.4万,
万妖王页漫版,日设月计,战斗,33.6万,
步步生莲,北京业主行,穿越,524.6万,
天上掉下个姻缘,盗梦童子,复仇,10.3万,
济公Q传,漫神共创,修仙,1222.5万,
云童,旷盛动漫,古风,2458.2万,
刑侦夜话,仟绘动漫,推理,607.5万,
冰箱是个传送门,岛上Project,古风,833.6万,
媚狐之吻,星偶24,脑洞,5975万,
终极绯闻,修罗,娱乐圈,6.7亿,
