name,author,types,popularity,
翻墙逃婚：萌妻,开源-橙子,职场,1.9亿,
浴缸有问题？！,岚翼动漫工作室,搞笑,831.2万,
天价睡美人,丹鼎四海,大女主,6376.1万,
红线错情,岛上Project,古风,33.8万,
撒旦在线,漫神共创,系统,4050.4万,
百兽之星,birdman,热血,1.5亿,
总裁休想套路我,剧能玩,总裁,265.3万,
潜水日志,global.mrblue,大女主,163万,
双棺,honeynpie,推理,447.9万,
九小姐,咪咕阅读次元频道,后宫,5565.9万,
除异心理学,牛腩粉,战斗,344.2万,
魔王之约,杯中灵,战斗,14.7万,
媚狐追仙传,金陵自古帝王州,古风,826.3万,
异人,无敌,机甲,7.5万,
烟花那些事,星空社,古风,2401.8万,
火锅家族第三季,火锅家族,逆袭,19.4万,
天使在人间·漫,中国卡通,脑洞,2168.8万,
危险巧克力情人,笑天 x 香住真由,权谋,54.9万,
无畏千面,熊歌,战斗,5229.6万,
Flower ,DCC,机甲,200.2万,
悔婚之前爱上你,知音漫客,古风,3373.8万,
光阴揭谛,风千里,古风,33.6万,
娇妻爱不够,鱼骨互娱,复仇,2509.1万,
律师来也,剧威娱乐,推理,3965.3万,
该人无法显示,木于,战斗,3115.2万,
你好，我是实习,漫看,职场,903.4万,
鱼生请多指教,岛上Project,职场,690.3万,
墨俠,蝗蟲,战斗,"3,191",
雪山·草地·传,大行道动漫,古风,37.2万,
杀戮危机,熊猫漫画,战斗,4.3万,
魔族之王,梦洁猫,战斗,125.9万,
斗战魔·觉醒,BD漫画,都市,5597.3万,
神啊！让我成为,言喻,娱乐圈,40.8万,
怪物馆,火灯,妖怪,1.4亿,
魔王的阴差,一漫文化,职场,553.6万,
御灵行,赛客斯文化,古风,367.9万,
捡来个狐仙,岛上Project,神仙,217.5万,
揪咪我的爱～（,笑天 x 桑多拉·波尔,总裁,12.4万,
二次热恋：我的,泛次元文化,总裁,390万,
拜金女也有春天,阳光动漫,搞笑,2239.9万,
宠婚夜袭：总裁,剧能玩,总裁,121.4万,
照夜飞花录,漫无动漫,古风,504,
藏空传,真正又黑又瘦,战斗,4978.9万,
红蔷薇与白雪公,笑天 x 蕾贝卡·温斯特,脑洞,1.4万,
掌心女神,笑话,战斗,26.3万,
我是女王,薇薇一笑,大女主,921.8万,
地府花边集,三色家猫,古风,5.5万,
蓬莱仙诗,神居动漫,古风,4279.9万,
蠢萌科学家VS,翻翻动漫,搞笑,558.3万,
绯闻总裁攻略日,灵享动漫,职场,62万,
千年情缘：公子,尚漫仓仓,古风,9139万,
改造淑女大作战,笑天 x 安妮·包罗斯,恋爱,,
单身少女单身狗,中二田园喵,穿越,3228.8万,
面包蜜语,畅漫君,脑洞,1681.1万,
恋爱作战B计划,熊猫漫画,逆袭,3.4万,
天坑鹰猎,驯鹿科技,怪物,1152.2万,
绑架你的心（禾,笑天 x 艾比·格林,都市,30.1万,
金少女的秘密,三福动漫 x 三福君,大女主,677.8万,
陀螺屑,反犬TDog,推理,7257.5万,
神的一千亿,咳嗽,脑洞,3.8亿,
误入豪门：黑帝,剧能玩,总裁,84.5万,
婚然天成：总裁,剧能玩,总裁,99.4万,
禁忌的双子,阿布,推理,2.8亿,
速度线,咸鱼王,职场,375.6万,
凡骑物语,伊迪安,战斗,604.9万,
这届江湖超编了,Macworld,古风,1881.1万,
我家有只小龙猫,绪——子获,后宫,562.8万,
追妻路漫漫,星际互娱,大女主,363.2万,
人形师艾丽卡,岛上Project,推理,238万,
明星小老婆,神鱼漫社,总裁,1216.2万,
魅惑的贵公子（,笑天 x 曾根原澄子,治愈,14.8万,
被爱囚禁的人（,笑天 x 林恩·雷伊·哈里斯,都市,12.3万,
总裁深宠：明星,剧能玩,总裁,99.2万,
古板少爷超会撩,触漫APP,都市,531万,
WTF!情敌危,星空社,性转,184.4万,
埃博拉之吻,星际互娱,职场,1.7万,
攻略家主大人,悲惨的数学君,古风,6万,
温泉客栈,叶子,推理,7.4万,
傲娇少爷呆萌宠,剧能玩,总裁,206.9万,
无赖熊猫,星偶24,脑洞,298万,
这些神兽有点萌,左岸卡漫,古风,46.1万,
寻龙密码,iCiyuan动漫,推理,1494.7万,
恶魔成人礼,天翼爱动漫,穿越,9085.6万,
塔罗甜心,漫神共创,脑洞,1378.2万,
天地方生,雁飞，凉炎,古风,3228.1万,
女丐与少爷,岛上Project,逆袭,636.7万,
小妻吻上瘾,剧能玩,权谋,230.5万,
我的山河我的王,自由沙漏,古风,279.1万,
花兮辞,暴青漫画,古风,1440.3万,
做个小怪兽吧,做个小怪兽吧,大女主,10万,
都市妖怪手册,大行道动漫,妖怪,1389.2万,
神通界,漫神共创,脑洞,309.6万,
天娇联盟,荷兰号,后宫,1.1亿,
修仙奇葩录,Macworld,古风,2205.7万,
首席的替嫁新娘,剧能玩,总裁,136.5万,
怪族,化,怪物,1.1万,
神仙学院,星际互娱,逆袭,55万,
魔界赞歌,冰狐天羽,大女主,"6,493",
山海药师,巨手动漫,古风,3873.8万,
九域,刘明楠,古风,"9,616",
皇帝中二病,咪咕阅读次元频道,古风,32.4万,
喵声入夏,漫芽堂,搞笑,2014.4万,
吃定我的未婚夫,掌阅漫画,脑洞,388.5万,
苏丹的蔷薇（禾,笑天 x 亚历珊卓·仙乐斯,脑洞,16.8万,
人格撕裂游戏,神小仙儿,惊悚,216万,
旅途的蓝与幻想,guan测者,神仙,6.4万,
送神记,Cocc_七星咪,穿越,21.9万,
男生女宿,凌夏,宅斗,"3,987",
逆转英雄,小边,复仇,3304万,
柯基骑士,捞月猴动漫传媒,后宫,"7,998",
被误解的爱（禾,笑天 x 东里桐子,治愈,17.5万,
婚途陌路,剧能玩,总裁,587.2万,
六色秘闻谭,UN社,推理,6247.7万,
圣诞的魔法城,向右向左,战斗,580万,
世界上最倒霉的,漫看,脑洞,1651万,
新娘的条件（禾,笑天 x 茱莉亚·詹姆斯,职场,142.9万,
片玉（冲天玄英,漫神共创,穿越,445.6万,
盖亚冥想曲-时,青鸟童话,穿越,39万,
千年冥王共枕眠,仟绘动漫,古风,1797.3万,
维纳斯不在家,星客X月客,搞笑,469.6万,
主播任务,旷盛动漫,娱乐圈,5103.3万,
引魂曲,依漫YICOMIC,古风,1145.9万,
甜蜜的叛逆（禾,笑天 x 佐柄京子,职场,32.5万,
你回家了吗,微漫画,搞笑,207.5万,
驱魔辅导员,Macworld,灵异,354.2万,
倩女幽魂之满堂,翻翻动漫,古风,2641.4万,
万世莲,氪奇,古风,"5,378",
男友是猫又怎样,神居动漫,宅斗,198.6万,
来自M8星的女,咪咕阅读次元频道,脑洞,340.5万,
封神录,动漫堂,穿越,3464万,
冷血总裁的心尖,剧能玩,总裁,412万,
我的神明大人 ,单小影Brake,古风,17.1万,
R7,幻翼,机甲,1.4万,
轻声细语,Ｄˇ呱子,都市,185.3万,
跟我一起去欺负,微漫画,怪物,32.8万,
跨越次元撩美男,开源-橙子,古风,2232.3万,
丁神经与肿瘤君,丁一酱,脑洞,837.4万,
冰上协奏曲,河伯客服NPC,青春,1077.1万,
玩车三国,玩车教授,古风,2.9万,
大夜弥天,漫道酱,穿越,"1,084",
怨气撞铃,天成文画,惊悚,168.1万,
一叶知秋,祸水摸鱼,推理,426.4万,
顾少甜宠迷糊妻,剧能玩,总裁,539.3万,
此生非妖,端端,复仇,6174.5万,
命中注定我爱你,笑天 x 麻生 步,治愈,33.1万,
我欲屠天,天翼爱动漫,后宫,661.6万,
第二类死亡,涂山君,灵异,265.5万,
双喵图腾,漫悠悠,脑洞,1.9亿,
不需要永远（禾,笑天 x 月濑 瞳,治愈,32.9万,
石飞传,萌五,战斗,46.6万,
怪物学院,风炫文化,战斗,99.6万,
魔法存在,于连,脑洞,10.9万,
言情小说中的真,图：哲谚 脚本：白七,推理,37.5万,
妖怪藏起来,妙也文化,妖怪,1208.5万,
丑小鸭女王,国漫魔法空间,逆袭,984.4万,
仙魔变,北京业主行,穿越,2401.9万,
腹黑老公小萌妻,剧能玩,总裁,183.9万,
无路可逃,龙德施泰特,战斗,2295.8万,
一克拉的爱恋,左岸卡漫,职场,7771.2万,
识谎大师,大行道动漫,推理,1847.7万,
爱丽丝ALIC,大行道动漫,总裁,374.8万,
一夜王妃（禾林,笑天 x 桥本多佳子,大女主,36.2万,
无事哉,蜂与鸟工作室,惊悚,622.4万,
神之所在,9x9,战斗,5163.2万,
闪耀人类的54,超模君,穿越,4.2万,
八月二十二日,林珂,推理,"8,221",
幽夜奇谭,天津天地绘,战斗,5681.1万,
苏丹的继承者（,笑天 x 亚历珊卓·仙乐斯,总裁,11.9万,
撩汉小能手,剧能玩,穿越,232.8万,
相忘师,索以文化,古风,1523.6万,
自由, 嘟 嘟,脑洞,1.8万,
酆都客栈,大行道动漫,古风,281.4万,
偷星大作战,一波人漫画,搞笑,1021.6万,
星影,綠蒂,穿越,2.3万,
Bigbar,剧象漫画,搞笑,63.9万,
白蛇与法海,漫神共创,古风,997.6万,
曾是惊鸿照影来,向右向左,古风,4.1万,
小乌鸦,SIMPLE x Long,推理,1.2万,
谜局追踪,冰川斜阳,复仇,"1,894",
我不是你的宠物,漫喵,职场,4456.7万,
修罗战果,ECOMISC,热血,427.5万,
“人生赢家”,两只猫先生,职场,1.3亿,
诱惑法则（禾林,笑天 x 藤田和子,治愈,33.3万,
恋上小甜妻,左岸卡漫,职场,7599.5万,
人造美人,鱼子,推理,6283.9万,
炎魔,艾特漫,古风,458.6万,
养殖男友,两只猫先生,妖怪,1.1亿,
银河布鲁斯,国漫堂,战斗,618.6万,
熊孩子和他的狼,向右向左,美食,2050.6万,
恶犬之牙,左岸卡漫,复仇,362.5万,
古南,仁面,大女主,2.4万,
被抢走的新娘（,笑天 x 卡西·威廉姆斯,治愈,48.4万,
诱惑树林（禾林,笑天 x 三浦浩子,治愈,52万,
男神遇我多灾祸,咪咕阅读次元频道,穿越,340.8万,
脑内天堂,爆艺动漫,惊悚,580.3万,
超时空战士,机甲女神,穿越,22.2万,
灵魂契约,天翼爱动漫,重生,743.3万,
七个小矮人,橙光版权-六趣网络,穿越,2299.2万,
腹黑总裁深深爱,剧能玩,职场,227.7万,
被抛弃的新娘（,笑天 x 夏良美,总裁,63.3万,
不意之吻（禾林,笑天 x 村田顺子,总裁,7.9万,
侍器人,鼎甜动漫,古风,7840.3万,
走进少女的心,畅漫君,性转,2989.8万,
明日明天,椎名  林゜パ,大女主,"7,505",
通天劫,源梦工作室,穿越,1.4亿,
与超人同居,薄暮,脑洞,2145.3万,
狗粮好吃,Macworld,系统,279.9万,
总裁大人复婚无,剧能玩,总裁,90.7万,
笑笑堂,漫神共创,脑洞,2万,
上古大神住我家,自由沙漏,古风,268.1万,
天使图书馆,漫友文化,脑洞,395.7万,
六界星探局,蜜夏动漫,娱乐圈,1141.6万,
月夜鸟鸣,global.mrblue,古风,129.6万,
婚战不休,自由沙漏,都市,31.6万,
冰火破坏神,魅丽动漫馆,脑洞,693.2万,
云梦四时歌,hevenwind223,古风,254.2万,
燃烧吧！家政女,两只猫先生,职场,2.8亿,
影中仙,岛上Project,脑洞,122.1万,
比恋爱更加火热,笑天 x 米兰达·李,总裁,67.1万,
影中仙,岛上Project,灵异,192.9万,
浮生无长恨,旷盛动漫,古风,1524.6万,
篮梦,尚漫仓仓,战斗,30万,
东燃奇谈,玉少白,古风,5.7万,
你成功引起了我,非凡漫社,脑洞,652.1万,
男神攻略手册,剧能玩,逆袭,89.3万,
难言之隐（禾林,笑天 x 森 日乃户,娱乐圈,14.9万,
赤夜脸谱,青金石爱马黛茶,都市,1118.5万,
叛逆王子（禾林,笑天 x 麻生 步,推理,12.2万,
霸婚老公赖上门,剧能玩,总裁,36.7万,
命运之夜（禾林,笑天 x 米兰达·李,大女主,61.9万,
狼来了,两只猫先生,战斗,9177.6万,
罗罗布爆笑百科,漫友文化,脑洞,86.2万,
业余真探,龙德施泰特,推理,2382.7万,
交换,爱,脑洞,15万,
大叔的宝贝,剧能玩,逆袭,71.3万,
寿命师,掌阅漫画,古风,89.4万,
家庭教师（全彩,翻翻动漫 x 集英社,战斗,273.6万,
男神作家的杀意,大行道动漫,灵异,853.4万,
唤醒龙王,碎赏,战斗,7.4万,
醉里行,漫画张半仙,古风,1.1万,
猫咪狐狸闯天下,羊仔一号,大女主,5.5万,
皇太子驾到,麦琪,古风,560.7万,
胡桃夹子,漫神共创,脑洞,10.9万,
bloody-,剧能玩,脑洞,84.7万,
蜀山战纪2踏火,灵创动漫工作室,古风,86.2万,
神的工坊,畅漫君,脑洞,45.2万,
钢铁之星,漫友文化,机甲,887.4万,
风姿物语银杏篇,猎星时代,古风,2596.5万,
总裁慢点追,剧能玩,总裁,96.2万,
凌云舞姬,度稚风,穿越,5551.3万,
精灵野蛮事典,风炫文化,脑洞,481.1万,
萌妖传,与鹿动漫,怪物,6640.5万,
温水煮沫沫,漫潮社,校园,16.3万,
甜蜜的诅咒,风行漫画,美食,2730.5万,
夜明珠,笑芸,大女主,335.3万,
拍案江湖梦,剧象漫画,推理,102.9万,
有猫在,喵呜,萌系,1045.2万,
食魔,威牙,战斗,3186万,
星夜之下,漫画,重生,"9,324",
瑶台镜,原色动漫,古风,275.9万,
赠朋友,华创视界动漫,机甲,105.4万,
和老妈的日常,阿达,脑洞,80.3万,
颜值即正义,修罗,搞笑,1.7亿,
红蓝之眼,ecomix 负责人诸葛真,大女主,48.3万,
愿我来生得菩提,文主公,古风,2336.3万,
异兽猎人,漫悠悠,搞笑,3769.9万,
花好月不缺,重庆坤兰动画,复仇,2368.9万,
触不可及的世界,南鱼,浪漫,1111.6万,
大唐魔探,星偶24,古风,442.2万,
恶魔列车,天翼爱动漫,灵异,733.3万,
超能力男子高校,漫友文化,搞笑,5.4万,
不公平的恋爱之,笑天 x 露易丝·艾伦,逆袭,18.9万,
无门天堂,小狐,穿越,6.1万,
风云龙凤璧,RZ谦,古风,3.1万,
锦少的蜜宠甜妻,书丛-缥缈,职场,876万,
看上你了不解释,剧象漫画,职场,5339.9万,
天禄伏魂录,漫语动漫,神仙,8243.4万,
界虎,泉州青木时代,脑洞,55.7万,
低调情人,剧能玩,逆袭,375.9万,
富豪与淑女（禾,笑天 x 星合操,总裁,57.2万,
恋爱六分之一,Macworld,大女主,259万,
夜魂,Jue,战斗,7325.9万,
璀璨之星,漫神共创,性转,1581.1万,
诈骗家族,赛客斯文化,推理,1979.8万,
机械战警,机甲女神,战斗,79.5万,
幕师,中出岛洁人,妖怪,2513.5万,
彩虹游戏,胃疼星系,穿越,4775万,
冒牌占卜师的恋,剧象漫画,总裁,802.6万,
织梦人,优剧工厂,脑洞,1.2亿,
拾遗阁,风炫文化,推理,13.4万,
文物苑,凤凰网漫画,古风,717万,
秘变终末之书,天翼爱动漫,战斗,72.7万,
沧海蓝平线,cityshawn,脑洞,1.1亿,
除熊特勤队,剧象漫画,战斗,152.1万,
编码人生,延强动漫,逆袭,1953.7万,
洗碗大魔王,多蕴文化,职场,1332.2万,
订制恋情,多蕴文化,脑洞,1217.7万,
我曾为你着迷,极天云漫,职场,1157.3万,
寒刃,深圳云朵屋科技有限公司,恋爱,,
海城蜃国,风炫文化,战斗,178.1万,
永恒的极乐,霧林山人,重生,"4,680",
舞台上的校服秀,万象娱乐漫画工作室,性转,2225万,
鹿与彼岸,涂山君,推理,44.3万,
猎魔者雪风,展豐銳,战斗,1688.1万,
吃饼干的大侠,旅人懋,战斗,"3,335",
玛丽外宿中,漫联集团,娱乐圈,57.2万,
天使（客心作品,漫友文化,恋爱,,
探索之骨,天翼爱动漫,推理,24.7万,
拐你去度蜜月（,笑天 x 阿曼奈力茨卡,总裁,18.5万,
蓝月亮的馈赠（,笑天 x 伊藤KAKO,总裁,46.8万,
少女与异界骑士,亚洲青年动漫大赛,大女主,6003.1万,
与王子结婚（禾,笑天 x 马莎·希尔斯,总裁,55.3万,
天价婚宠,剧能玩,逆袭,236.1万,
人偶师未来,客心,灵异,368.1万,
东方墨花简, 同人圈上传客服02,古风,2.6万,
诸葛车房的秘密,pinknoise,灵异,27.1万,
雪娘,艾吖动漫,复仇,1507.3万,
昔年风花与月雪,苑竞兮,古风,18.9万,
当真爱来敲门（,笑天 x 伊藤贺子,总裁,15.6万,
实验型怪物高校,剧象漫画,校园,44.6万,
西凉曲,凤凰网漫画,古风,523.2万,
暗恋成婚,剧能玩,逆袭,73.5万,
姗姗来迟,咪咕阅读次元频道,职场,7613.9万,
蓬莱,漫游画室,末日,6.3万,
误惹花心大少：,剧能玩,总裁,121.2万,
傲娇boss来,黑雨,总裁,1.1亿,
魂络纱,三福动漫 x 三福君,推理,767.2万,
美味玩笑,漫悠悠,美食,9633.4万,
班主任是金牌经,漫优优,校园,314.8万,
谜样的美女（禾,笑天 x 村田顺子,治愈,28.1万,
保镖朱丽叶,（波洞）夏天岛工作室,校园,717.4万,
西游之苍天已死,艾特漫,搞笑,1956.6万,
少女迷失夜,两忘忘,都市,1555.7万,
翻墙逃婚：萌妻,剧能玩,总裁,417.7万,
你好！未确认物,自由沙漏,惊悚,143.6万,
真爱测试一星期,笑天 x 米兰达·李,职场,2.8万,
飞仙学园×非仙,触手组,大女主,38.9万,
公主的秘密绯闻,笑天 x 百濑夏,推理,53.5万,
妖精刺客联盟,极天云漫,战斗,6100.8万,
步步婚宠,剧能玩,总裁,844.3万,
江湖行,漫神共创,古风,483.7万,
活在梦里的乌冬,RAVEN7,脑洞,"1,428",
小D大画美食,小D,美食,3.1万,
厨妖师,夕力,战斗,2亿,
星味保镖,漫友文化,娱乐圈,695.6万,
原来是王子 尼,笑天 x 潘妮·乔丹,宫斗,33.1万,
整垮前任,酱油熊动漫,娱乐圈,791万,
犽狩,愉悦的年糕,机甲,5.9万,
女王不低头,仟绘动漫,大女主,3656万,
忐忑不安的星期,笑天 x 伊丽莎白·贝瓦莉,总裁,2.6万,
爱情故事漫画,回忆未来,大女主,2.6万,
妖经四格,SENRYO,灵异,"4,195",
逝去的玫瑰色恋,笑天 x 凯瑟琳·乔治,都市,13.9万,
死结,大行道动漫,热血,1357.6万,
魔海之银河洗甲,华侨城文化,妖怪,22.8万,
错爱（禾林漫画,笑天 x 冈本庆子,治愈,45.7万,
夜雨锁竹,卓深x知茶,古风,1万,
开一下门好么,娇仔_傲娇的娇,职场,523.8万,
姻缘赋,牛二,浪漫,1285.6万,
锦衣飞羽,阳光动漫,古风,80.8万,
时之天佑,知音漫客,战斗,1154.3万,
金牌配角韩豆平,华创视界动漫,推理,12.1万,
爱上我的伯爵夫,笑天 x 莎拉·克雷文,大女主,268.1万,
光合狂想曲,神的共犯何英俊,脑洞,387.7万,
腹黑校草宠成瘾,剧能玩,推理,58.6万,
噩梦禁止令,依漫YICOMIC,脑洞,902.6万,
情深入骨：腹黑,剧能玩,总裁,350万,
总裁老公，天黑,剧能玩,总裁,103.4万,
明星boss爱,剧能玩,娱乐圈,39.6万,
脱下妳的高跟鞋,笑天 x 梅莉莎·詹姆斯,总裁,3.6万,
逆转杀魂,Macworld,战斗,380.3万,
乖嫩甜妻,剧能玩,总裁,653.3万,
魔术王子别撩我,有鹿文化,大女主,101.3万,
时间都知道,追梦动漫,职场,2337.9万,
M型机械,良,脑洞,"2,379",
怪谈管理员,UN社,惊悚,1672.7万,
笑八仙,博漫-汤晓艳,神仙,1.2万,
神秘老公不离婚,剧能玩,总裁,96.9万,
情劫魔灵传,小妙,脑洞,1447万,
可乐味的夏天,尚漫仓仓,脑洞,363万,
纨绔恋人养成记,漫喵,脑洞,143万,
一宠成瘾,剧能玩,逆袭,418.9万,
炽血剑魂,追梦动漫,古风,1748.5万,
众神乱,八宝,神仙,4541万,
紫镜,极天云漫,推理,346.6万,
大了个学,泉州青木时代,脑洞,11.9万,
超能战犯,自由沙漏,热血,17.4万,
异时空少女恋,岚翼动漫工作室,古风,27.4万,
打脸霸总,Lox,职场,"9,803",
Two,金枪鱼橙子,穿越,5.5万,
弑魂之剑,小炜不小&琉烟之烬,复仇,1279万,
早安继承者,剧能玩,总裁,77.4万,
残念联盟,漫喵,大女主,262万,
镇山巫女传,喵舍-五柳,妖怪,946.6万,
色色男孩,吴小猫,战斗,333.8万,
